response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Gede Health Center,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,No,-0.3094,Negative,,No comments,The services were well issued.,No comments,Improved on giving clients right prescriptions,No comments,Good health talk sessions issued,Job opportunities to jobless clients,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Ganze health center,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8126,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",No comment,The services are tailored to patients specific needs.,No comment,Steady supply of drugs and equipment,Increase number of healthcare professionals,"The facility provides food support, the staff are friendly and drugs are free",No comment,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.4548,Negative,"staff_attitude, wait_time",Nothing,I like how the medical staffs handle clients professionally,Nothing,Improve on time management,Not sure,I don't like how sometimes waiting time can be too long,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Female,35-44,Primary school,Widowed,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.4215,Positive,"staff_attitude, wait_time",No,Fast and good,No,To organize more outriches,Service providers to be increased,Fast,None,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kobuya Dispensary,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.5007,Negative,"staff_attitude, confidentiality_stigma",None,Friendly staff,None,Nothing for now,Currently None,"Friendly staff, Good Approach and Confidentiality act",Nothing. Thanks,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,,Mbita Sub-County Hospital,GOK,Female,25-34,University/College,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.3612,Negative,"staff_attitude, food_transport_support, access_cost",Insurance and billing,Delivery services,Insurance and billing,Insurance,Transportation,Unfriendly nurses,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,45-54,Vocational training or technician,Widowed,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.0,Mixed / Neutral,"staff_attitude, food_transport_support, equipment_space, confidentiality_stigma",Nothing,Expansion of the hospital and employment of more staff's,Nothing,More qualified Doctors should be added,Expansion of the hospital and employment,Accurate and secrecy to our welfare,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4843,Positive,"staff_attitude, food_transport_support, access_cost",No comments,Staffs are supportive,No comments,No comments,No comments,Satisfied,Support on food and transport,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Gede Health Center,GOK,Male,45-54,Nursery/Pre-school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,No,-0.0145,Mixed / Neutral,"medicines_supplies, counseling_mental_health",No comments,Good counselling are issued,No comments,Efficient art drugs to clients,No comments,No comments,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kandiege Sub-District Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.865,Positive,"medicines_supplies, food_transport_support",Nothing,Good service delivery,Nothing,Adherence support,Adequate supply of drugs,Good time management,Great full for the support given,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,18-24,Secondary school,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.6249,Positive,"equipment_space, counseling_mental_health",Lack of communication,Labor and delivery service,Lack of communication,Mental health,Digital technology,Deliver compassionate care,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Ober Health Centre,GOK,Male,18-24,University/College,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.8856,Positive,"staff_attitude, wait_time, food_transport_support, equipment_space, confidentiality_stigma",Nothing,Services are fast and educative,Nothing,Upgrade equipments,Create more space for privacy purposes,Services are good and comfortable doctors are supportive and understanding,Create support groups and trainings to empower us clients,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,25-34,Vocational training or technician,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6124,Positive,"staff_attitude, medicines_supplies, food_transport_support",Nothing,I like the health talk sessions,Nothing,Nothing,Provide food supplements,I like how the medical staffs càll to remind clients of their appointments,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Female,25-34,Secondary school,Married,Unknown,Very satisfied,No,Not sure,Yes,Yes,Yes,Yes,0.0556,Mixed / Neutral,medicines_supplies,None,Good,None,Drugs to be supplied more,None,Good,None,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Female,35-44,Secondary school,Separated,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8442,Positive,"staff_attitude, wait_time, counseling_mental_health",The services are slow,The services are good and Counselling services are good,The services are slow,The providers should be faster,No comments,The services are good and the counselling services,To motivate the providers,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,45-54,Primary school,Widowed,Unknown,Very satisfied,No,Yes,Yes,No,Yes,Yes,-0.1366,Mixed / Neutral,"staff_attitude, equipment_space, confidentiality_stigma",No challenge,It has no effects,No challenge,More qualified Doctors should be added to the hospital,Expansion of the hospital,Confidential,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Unknown,GOK,Female,18-24,Primary school,Polygamous,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7819,Positive,"staff_attitude, medicines_supplies, equipment_space",No problem,It keeps my body healthy,No problem,The medicines and equipments,The MoH to ensure adequacy of required equipments,I like the educative nature of service providers,No more,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Bora Bora Clinic,Private,Male,45-54,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.696,Positive,,Nothing.,Other diseases which was giving him problem has reduced.,Nothing.,Nothing.,Nothing,"Well treatment , well encouraged and good advices.",Nothing .,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Oriang (SDA) Health Centre,GOK,Female,55-64,Nursery/Pre-school,Widowed,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.4874,Positive,"wait_time, medicines_supplies, equipment_space, confidentiality_stigma",Nothing. I am comfortable,The drugs are available,Nothing. I am comfortable,Just add more drugs,I appreciate if all drugs are stocked,"Drug available, fast service and confidentiality confidentiality",This service is good,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Male,45-54,Primary school,Widowed,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.7351,Positive,"staff_attitude, wait_time, medicines_supplies",Nurses were slow,Aged care services,Nurses were slow,Physiotherapy,Well trained staffs,Adequate and cheap medicine,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Holy Family Oriang Health Centre 3A,FBO,Female,45-54,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.4404,Positive,"wait_time, medicines_supplies, equipment_space",Nothing,Good and quick service,Nothing,Nothing,Nothing,"Available drugs, long TCA",Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,45-54,Secondary school,Widowed,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.79,Positive,"staff_attitude, food_transport_support",I don't like how the systems keep failing,I like how the medical staffs handle clients professionally,I don't like how the systems keep failing,Provide other medications apart from ART within the ccc department,Add more medical personnel,I like how the clinicians conduct observation and they are always friendly and understanding,I thank the donors for the support,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Ganze health center,GOK,Female,45-54,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7598,Positive,"staff_attitude, equipment_space",No comment,The medication is effective in treating my condition,No comment,No comment,Increase availability of healthcare facilities,Excellent follow up care. Professional staff and availability of ARTs.,No comment,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Male,35-44,Primary school,Married,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.8534,Positive,wait_time,Refuse to answer,Good,Refuse to answer,To expand waiting bay to accomodate more clients,Good,Good,Seminars to be organized,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Male,25-34,Vocational training or technician,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, counseling_mental_health",Rushing,Mental health programs,Rushing,Electronic health records,Improve on the diet,More nurses should be employed,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Male,35-44,Secondary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.8402,Positive,staff_attitude,No comments,The providers are kind and services are good,No comments,To extend the clinics hours,No comments,The providers are friendly and kind and professional,No comments,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,25-34,University/College,Single,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,-0.4215,Negative,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Unfriendly nurses,Labor services,Unfriendly nurses,Insurance,Food,Adequate drugs,No,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Ganze health center,GOK,Female,45-54,Never attended school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8633,Positive,"staff_attitude, equipment_space",No comment,The services are available free,No comment,No comment,Increase awareness about services offered,"Excellent follow up care, good service delivery and professional staff.",No comment,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,25-34,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,No,Yes,Yes,0.802,Positive,"staff_attitude, medicines_supplies, food_transport_support",Nothing,I like how blood tests are conducted regularly,Nothing,Add another clinician,Provide food supplements,I like how friendly the medical staffs are and the health talk sessions,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Kabondo Sub-County Hospital,GOK,Female,55-64,Nursery/Pre-school,Widowed,Unknown,Very satisfied,No,Not sure,Yes,Yes,Yes,Yes,0.6908,Positive,"staff_attitude, wait_time, medicines_supplies",No,Fast and good,No,Drugs to be supplied more,More service providers to be increased,Good,To organize more outriches,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Ober Health Centre,GOK,Female,35-44,Primary school,Widowed,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9432,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Services are good and comfortable,Nothing,Enough Septrin drugs and equipments,Create more space in the CCC department,"The Hygiene of the facility, doctors are friendly and helpful",Support us with flour and plumpynut,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,18-24,Secondary school,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.2732,Positive,,Nothing,Mother and child health services,Nothing,Community partnership,Align rural hospitals and community clinics,They deliver well,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Rangwe Sub-District Hospital,GOK,Female,55-64,Secondary school,Married,Unknown,Very satisfied,No,Yes,Yes,No,Yes,Yes,-0.0237,Mixed / Neutral,confidentiality_stigma,No challenge,It has no effects,No challenge,Yes,Yes,Confidential and accurate,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Vipingo Rural Demonstration Health Centre,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6303,Positive,"staff_attitude, food_transport_support, access_cost",No comments,Staffs are friendly,No comments,No comments,No comments,Satisfied,Support on food and transport,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Ober Health Centre,GOK,Female,45-54,Primary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9584,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support, equipment_space",Nothing,The offer good services,Nothing,More equipments to make work run fast,Create more space and Enough drugs,The services are good and comfortable doctors are friendly and welcoming,Support us with flour and plumpynut,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Kilifi,,WOFAK,Malindi Sub-County Hospital,GOK,Female,55-64,Primary school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.5826,Positive,"staff_attitude, food_transport_support, access_cost",No comments,The facility is accessible,No comments,No comments,No comments,The providers are friendly and professional,To be given food,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Bora Bora Clinic,Private,Female,35-44,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,No,0.678,Positive,staff_attitude,Nothing,Her health is now going well.,Nothing,Nothing.,Nothing.,"Staff are Friendly, caring, and do good services.",Nothing.,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Pala Masogo Health centre,GOK,Female,18-24,Nursery/Pre-school,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,No,-0.296,Negative,"medicines_supplies, equipment_space",None,Treatment,None,CTX to be added,CTX to be added,The drugs are always available,No answer,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Mbita Sub-County Hospital,GOK,Female,35-44,Vocational training or technician,Married,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.2411,Positive,"staff_attitude, wait_time, access_cost",Reproach,Child health services,Reproach,Billing,Women and newborns who need referral can obtain without delay,Less nurses,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2023-03-27,2023-03,Homa Bay,,LARCOD,Homa Bay County Teaching and Referral Hospital,GOK,Female,35-44,Primary school,Married,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.5719,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support, counseling_mental_health",Sometimes waiting time is too long when the systems fail,I like the counselling services,Sometimes waiting time is too long when the systems fail,Nothing,Provide food supplements,I like the counselling services and how the medical staffs are friendly and understanding,Nothing,,,,
